8 Acc LUA^ accX,9 Acc LUA^ accY,10 Acc LUA^ accZ
52.0,704.0,30.0
41.0,743.0,25.0
-50.0,895.0,9.0
-2.0,1057.0,-66.0
93.0,1205.0,-82.0
247.0,1330.0,-102.0
342.0,1428.0,-15.0
427.0,1265.0,65.0
381.0,1049.0,241.0
404.0,1363.0,34.0
60.0,1329.0,96.0
-78.0,1142.0,134.0
-10.0,996.0,134.0
-20.0,903.0,143.0
17.0,756.0,184.0
-91.0,699.0,142.0
-153.0,719.0,193.0
-193.0,774.0,191.0
-186.0,845.0,196.0
-147.0,823.0,246.0
-126.0,946.0,273.0
-37.0,1094.0,235.0
93.0,1110.0,287.0
20.0,1016.0,326.0
-364.0,1257.0,264.0
-208.0,1320.0,223.0
256.0,1163.0,239.0
384.0,1127.0,228.0
192.0,1325.0,94.0
152.0,1349.0,11.0
308.0,1140.0,93.0
192.0,911.0,131.0
67.0,764.0,143.0
-12.0,655.0,75.0
-62.0,653.0,96.0
-186.0,625.0,128.0
-160.0,632.0,72.0
-194.0,775.0,128.0
-149.0,912.0,122.0
-170.0,1060.0,199.0
-154.0,1223.0,274.0
-221.0,1517.0,185.0
2.0,1205.0,158.0
276.0,1093.0,77.0
585.0,1083.0,-164.0
735.0,1285.0,-181.0
636.0,1272.0,-80.0
390.0,1081.0,52.0
169.0,887.0,75.0
4.0,783.0,88.0
-37.0,712.0,108.0
-106.0,712.0,147.0
-70.0,803.0,148.0
18.0,863.0,109.0
96.0,831.0,99.0
125.0,824.0,122.0
106.0,913.0,49.0
210.0,1090.0,-59.0
377.0,1280.0,-136.0
404.0,1388.0,-138.0
226.0,1411.0,-79.0
209.0,1205.0,40.0
-12.0,1208.0,169.0
-74.0,1306.0,75.0
87.0,1188.0,-67.0
255.0,1069.0,-155.0
255.0,875.0,-122.0
161.0,751.0,-51.0
71.0,668.0,-30.0
38.0,660.0,-32.0
23.0,680.0,-62.0
-18.0,773.0,-41.0
-58.0,866.0,-19.0
-122.0,1017.0,33.0
-70.0,1167.0,73.0
15.0,1259.0,180.0
78.0,1340.0,215.0
76.0,1442.0,191.0
296.0,1015.0,178.0
347.0,810.0,138.0
305.0,1130.0,-114.0
310.0,1267.0,-157.0
239.0,1099.0,67.0
217.0,960.0,116.0
119.0,875.0,81.0
25.0,810.0,83.0
-7.0,797.0,62.0
-1.0,832.0,99.0
10.0,892.0,122.0
60.0,945.0,80.0
74.0,1005.0,121.0
107.0,1170.0,31.0
328.0,1336.0,-160.0
508.0,1124.0,-23.0
149.0,1130.0,55.0
-290.0,995.0,80.0
-269.0,974.0,-129.0
-137.0,1266.0,-361.0
60.0,1190.0,-356.0
128.0,962.0,-162.0
17.0,790.0,-109.0
-43.0,791.0,-189.0
7.0,702.0,-277.0
26.0,785.0,-269.0
85.0,984.0,-193.0
61.0,1529.0,-115.0
369.0,1185.0,186.0
378.0,1061.0,256.0
219.0,1190.0,71.0
109.0,1228.0,-39.0
-26.0,1036.0,4.0
75.0,874.0,-20.0
67.0,880.0,-74.0
99.0,886.0,-50.0
95.0,905.0,50.0
58.0,957.0,77.0
62.0,963.0,42.0
100.0,929.0,11.0
58.0,959.0,-30.0
52.0,1231.0,-185.0
229.0,1233.0,-254.0
358.0,1075.0,-321.0
389.0,1015.0,-310.0
200.0,994.0,-143.0
0.0,932.0,-52.0
-169.0,945.0,-40.0
-247.0,979.0,-40.0
-177.0,1070.0,-18.0
-42.0,1093.0,-27.0
117.0,1115.0,-101.0
166.0,1098.0,-157.0
203.0,1060.0,-253.0
217.0,1026.0,-186.0
199.0,1004.0,-128.0
123.0,1016.0,-67.0
94.0,972.0,-70.0
105.0,930.0,-51.0
33.0,983.0,-30.0
-9.0,1114.0,5.0
46.0,1201.0,52.0
140.0,992.0,135.0
107.0,820.0,225.0
73.0,835.0,179.0
119.0,960.0,127.0
168.0,1028.0,95.0
319.0,1019.0,71.0
475.0,1001.0,39.0
499.0,1017.0,22.0
381.0,1036.0,49.0
220.0,1010.0,143.0
195.0,999.0,219.0
220.0,961.0,235.0
190.0,949.0,173.0
168.0,951.0,161.0
121.0,988.0,133.0
101.0,1001.0,155.0
102.0,1011.0,171.0
142.0,997.0,188.0
153.0,980.0,152.0
126.0,946.0,108.0
124.0,952.0,121.0
103.0,908.0,174.0
-13.0,931.0,113.0
-32.0,935.0,106.0
30.0,922.0,121.0
-12.0,898.0,121.0
-26.0,918.0,123.0
-92.0,1031.0,103.0
-19.0,1044.0,132.0
50.0,1176.0,127.0
119.0,1251.0,5.0
202.0,1183.0,-14.0
140.0,1026.0,79.0
71.0,948.0,33.0
2.0,921.0,45.0
2.0,978.0,58.0
112.0,1054.0,54.0
209.0,1183.0,42.0
270.0,1236.0,-69.0
265.0,1225.0,-30.0
141.0,1145.0,17.0
130.0,977.0,-3.0
-64.0,923.0,27.0
-62.0,920.0,50.0
-57.0,949.0,61.0
-67.0,979.0,84.0
-64.0,983.0,109.0
-69.0,971.0,63.0
-121.0,997.0,52.0
-67.0,950.0,49.0
-98.0,949.0,79.0
-81.0,968.0,113.0
-32.0,938.0,40.0
2.0,885.0,28.0
33.0,892.0,2.0
50.0,907.0,-39.0
27.0,1129.0,-46.0
123.0,1226.0,63.0
156.0,1191.0,261.0
158.0,1243.0,213.0
257.0,1149.0,112.0
265.0,956.0,188.0
233.0,838.0,244.0
181.0,925.0,170.0
115.0,948.0,126.0
83.0,947.0,185.0
179.0,959.0,144.0
201.0,998.0,156.0
124.0,1013.0,158.0
-20.0,1033.0,152.0
-61.0,1021.0,154.0
-59.0,975.0,200.0
-46.0,950.0,204.0
-74.0,891.0,196.0
-36.0,881.0,168.0
-19.0,866.0,125.0
19.0,911.0,92.0
58.0,986.0,71.0
25.0,932.0,87.0
-80.0,893.0,167.0
-200.0,1058.0,179.0
-145.0,1406.0,64.0
340.0,1461.0,-12.0
488.0,1175.0,39.0
440.0,929.0,64.0
226.0,1038.0,123.0
46.0,1130.0,125.0
38.0,1119.0,104.0
136.0,1065.0,45.0
147.0,988.0,91.0
11.0,914.0,93.0
-18.0,820.0,130.0
-85.0,826.0,81.0
-94.0,845.0,92.0
-85.0,868.0,109.0
-75.0,879.0,167.0
-79.0,868.0,199.0
-103.0,913.0,239.0
-101.0,932.0,210.0
-134.0,1075.0,261.0
-86.0,1129.0,191.0
-43.0,1241.0,228.0
-33.0,1386.0,221.0
237.0,1329.0,226.0
502.0,1056.0,133.0
871.0,870.0,-309.0
770.0,1007.0,-253.0
393.0,1197.0,-144.0
154.0,1113.0,-42.0
54.0,876.0,53.0
-45.0,767.0,97.0
-134.0,657.0,154.0
-110.0,605.0,192.0
-100.0,672.0,169.0
-61.0,861.0,174.0
43.0,937.0,184.0
119.0,916.0,233.0
90.0,904.0,226.0
43.0,1043.0,185.0
279.0,1257.0,-58.0
325.0,1451.0,-78.0
275.0,1381.0,-89.0
343.0,1309.0,-89.0
357.0,1169.0,-7.0
173.0,1157.0,101.0
267.0,1307.0,26.0
324.0,1322.0,-7.0
201.0,1071.0,-4.0
211.0,828.0,-6.0
39.0,676.0,-26.0
-25.0,576.0,-32.0
-93.0,514.0,81.0
-101.0,526.0,110.0
-95.0,601.0,163.0
-96.0,748.0,160.0
-103.0,916.0,163.0
-125.0,1341.0,188.0
-25.0,1403.0,217.0
69.0,1534.0,258.0
86.0,1311.0,304.0
160.0,1179.0,186.0
522.0,893.0,-60.0
819.0,1146.0,-144.0
746.0,1269.0,-44.0
395.0,1090.0,-50.0
137.0,836.0,50.0
-45.0,704.0,132.0
-189.0,620.0,123.0
-295.0,594.0,226.0
-268.0,593.0,306.0
-147.0,760.0,304.0
-31.0,865.0,275.0
105.0,886.0,184.0
153.0,1020.0,120.0
276.0,1267.0,-53.0
433.0,1478.0,-117.0
427.0,1510.0,-203.0
531.0,1353.0,-108.0
406.0,1339.0,-42.0
343.0,1402.0,91.0
245.0,1286.0,94.0
183.0,1033.0,34.0
98.0,814.0,27.0
73.0,654.0,23.0
53.0,527.0,43.0
-12.0,494.0,104.0
-89.0,577.0,100.0
-120.0,644.0,170.0
-127.0,714.0,158.0
-110.0,913.0,181.0
-60.0,1135.0,144.0
9.0,1237.0,234.0
-37.0,1525.0,275.0
58.0,1367.0,433.0
335.0,1141.0,397.0
591.0,971.0,33.0
748.0,1292.0,-252.0
605.0,1441.0,-177.0
184.0,1181.0,45.0
149.0,833.0,76.0
36.0,704.0,151.0
-135.0,611.0,128.0
-204.0,578.0,75.0
-176.0,648.0,96.0
-101.0,765.0,118.0
11.0,805.0,114.0
46.0,829.0,168.0
82.0,959.0,121.0
242.0,1276.0,21.0
370.0,1418.0,43.0
98.0,1484.0,18.0
275.0,1477.0,-128.0
400.0,1453.0,-71.0
262.0,1391.0,115.0
281.0,1395.0,57.0
375.0,1187.0,-44.0
279.0,902.0,-86.0
205.0,711.0,-132.0
74.0,536.0,-24.0
-31.0,536.0,43.0
-97.0,584.0,50.0
-114.0,641.0,89.0
-101.0,719.0,99.0
-59.0,807.0,139.0
-39.0,937.0,142.0
-31.0,1109.0,176.0
-77.0,1305.0,264.0
-94.0,1400.0,369.0
-104.0,1307.0,387.0
173.0,1133.0,271.0
497.0,1053.0,-15.0
913.0,1187.0,-310.0
856.0,1344.0,-197.0
380.0,1126.0,-46.0
170.0,885.0,-8.0
-1.0,707.0,25.0
-144.0,627.0,64.0
-281.0,600.0,135.0
-344.0,624.0,225.0
-225.0,723.0,235.0
-23.0,823.0,234.0
108.0,943.0,222.0
180.0,1134.0,85.0
423.0,1393.0,-169.0
435.0,1374.0,-51.0
0.0,1439.0,59.0
33.0,1266.0,63.0
62.0,1241.0,200.0
223.0,1317.0,130.0
371.0,1325.0,-118.0
380.0,1095.0,-99.0
347.0,843.0,-62.0
201.0,688.0,-57.0
93.0,589.0,-75.0
-29.0,576.0,-26.0
-86.0,613.0,32.0
-104.0,682.0,20.0
-132.0,812.0,62.0
-59.0,969.0,72.0
-42.0,1277.0,115.0
89.0,1403.0,194.0
241.0,1327.0,201.0
225.0,1313.0,181.0
489.0,1002.0,83.0
558.0,929.0,82.0
610.0,1212.0,-84.0
502.0,1340.0,-136.0
317.0,1105.0,61.0
220.0,934.0,83.0
102.0,782.0,66.0
-45.0,694.0,66.0
-50.0,621.0,126.0
-75.0,653.0,163.0
-64.0,743.0,132.0
15.0,800.0,132.0
89.0,805.0,104.0
151.0,899.0,48.0
304.0,1204.0,-52.0
432.0,1406.0,-74.0
249.0,1408.0,-21.0
183.0,1342.0,-148.0
331.0,1199.0,-173.0
265.0,1182.0,-71.0
341.0,1344.0,-101.0
341.0,1206.0,-14.0
388.0,990.0,-14.0
331.0,846.0,-45.0
224.0,730.0,-21.0
64.0,630.0,-1.0
-47.0,590.0,-10.0
-54.0,649.0,26.0
-92.0,695.0,29.0
-38.0,800.0,4.0
-34.0,920.0,97.0
-52.0,1085.0,133.0
-10.0,1169.0,277.0
19.0,1271.0,293.0
-9.0,1437.0,238.0
316.0,1195.0,15.0
648.0,906.0,-115.0
788.0,959.0,-154.0
737.0,1209.0,-267.0
391.0,1230.0,-142.0
102.0,1040.0,20.0
38.0,906.0,100.0
-23.0,795.0,91.0
-135.0,749.0,108.0
-94.0,740.0,178.0
-22.0,787.0,166.0
88.0,847.0,155.0
153.0,835.0,142.0
212.0,886.0,99.0
265.0,989.0,60.0
213.0,1216.0,10.0
145.0,1390.0,-14.0
173.0,1263.0,-58.0
288.0,1025.0,-46.0
211.0,1136.0,-54.0
157.0,1302.0,-78.0
148.0,1238.0,-126.0
262.0,1069.0,-143.0
205.0,907.0,-80.0
89.0,805.0,-82.0
-6.0,808.0,-52.0
-68.0,807.0,-21.0
-54.0,853.0,7.0
-23.0,934.0,60.0
0.0,969.0,81.0
0.0,936.0,34.0
-59.0,961.0,8.0
-66.0,902.0,11.0
-141.0,998.0,50.0
-145.0,995.0,94.0
-198.0,1341.0,194.0
-110.0,1386.0,261.0
144.0,1303.0,339.0
393.0,1076.0,26.0
351.0,846.0,-278.0
375.0,930.0,-354.0
347.0,1028.0,-254.0
250.0,1067.0,-97.0
182.0,978.0,100.0
70.0,941.0,190.0
-51.0,943.0,155.0
-25.0,917.0,86.0
75.0,885.0,14.0
83.0,895.0,34.0
47.0,884.0,92.0
17.0,874.0,78.0
-6.0,899.0,121.0
-27.0,896.0,126.0
-21.0,858.0,138.0
17.0,773.0,154.0
-2.0,882.0,121.0
-2.0,1300.0,-10.0
360.0,1487.0,-257.0
517.0,1643.0,-298.0
437.0,1213.0,-241.0
404.0,847.0,14.0
64.0,955.0,140.0
-58.0,1095.0,-132.0
136.0,1074.0,-62.0
141.0,1051.0,-11.0
363.0,1026.0,-87.0
389.0,945.0,6.0
240.0,865.0,20.0
65.0,865.0,59.0
-32.0,838.0,94.0
-9.0,843.0,34.0
-27.0,902.0,0.0
96.0,928.0,4.0
163.0,984.0,41.0
163.0,987.0,46.0
134.0,1003.0,57.0
21.0,1214.0,41.0
102.0,1298.0,37.0
467.0,961.0,128.0
390.0,954.0,222.0
211.0,1120.0,66.0
79.0,1146.0,69.0
78.0,953.0,154.0
90.0,899.0,75.0
206.0,882.0,52.0
184.0,891.0,48.0
106.0,927.0,128.0
56.0,978.0,131.0
28.0,1010.0,149.0
57.0,1003.0,233.0
65.0,917.0,293.0
77.0,805.0,248.0
49.0,1054.0,137.0
171.0,1291.0,-128.0
516.0,1058.0,-159.0
399.0,1011.0,-24.0
245.0,930.0,-93.0
50.0,861.0,-14.0
20.0,848.0,-62.0
49.0,1022.0,-70.0
117.0,1215.0,-96.0
211.0,1277.0,-104.0
229.0,1155.0,-54.0
151.0,1053.0,31.0
90.0,992.0,28.0
21.0,935.0,-30.0
7.0,934.0,-85.0
62.0,968.0,-79.0
94.0,1011.0,-106.0
148.0,1036.0,-134.0
154.0,1060.0,-88.0
107.0,1222.0,-100.0
233.0,1136.0,-29.0
198.0,869.0,184.0
115.0,797.0,167.0
109.0,820.0,31.0
90.0,918.0,52.0
104.0,1028.0,64.0
286.0,1053.0,60.0
361.0,1062.0,71.0
295.0,1013.0,51.0
183.0,971.0,49.0
156.0,941.0,44.0
119.0,962.0,79.0
145.0,994.0,94.0
166.0,1020.0,107.0
148.0,990.0,113.0
109.0,998.0,113.0
107.0,999.0,133.0
93.0,1007.0,125.0
88.0,999.0,149.0
112.0,988.0,104.0
113.0,987.0,168.0
124.0,986.0,170.0
124.0,1005.0,123.0
152.0,997.0,122.0
162.0,986.0,153.0
146.0,977.0,118.0
111.0,979.0,144.0
66.0,988.0,153.0
44.0,980.0,137.0
140.0,967.0,146.0
139.0,982.0,120.0
179.0,965.0,137.0
194.0,958.0,128.0
135.0,957.0,137.0
151.0,952.0,110.0
118.0,891.0,106.0
39.0,970.0,125.0
-2.0,1158.0,19.0
270.0,1081.0,-63.0
322.0,987.0,9.0
231.0,1071.0,-117.0
113.0,1147.0,-118.0
138.0,1085.0,-82.0
269.0,1024.0,-79.0
300.0,1020.0,-171.0
351.0,1023.0,-201.0
313.0,1078.0,-258.0
336.0,1072.0,-244.0
303.0,1018.0,-214.0
184.0,1002.0,-210.0
77.0,1004.0,-193.0
22.0,988.0,-118.0
-12.0,1025.0,-72.0
19.0,1006.0,-73.0
93.0,976.0,-42.0
124.0,1006.0,-92.0
141.0,989.0,-77.0
99.0,1013.0,-40.0
44.0,987.0,-41.0
-1.0,1023.0,-43.0
44.0,1002.0,-51.0
38.0,970.0,-36.0
62.0,961.0,-58.0
95.0,972.0,-83.0
27.0,1222.0,-53.0
68.0,1250.0,16.0
162.0,1019.0,303.0
68.0,866.0,421.0
-34.0,839.0,272.0
-94.0,884.0,321.0
19.0,982.0,223.0
201.0,1006.0,102.0
349.0,996.0,19.0
406.0,1000.0,30.0
370.0,1040.0,-34.0
421.0,1037.0,-3.0
262.0,1001.0,132.0
-10.0,910.0,314.0
-66.0,863.0,304.0
15.0,927.0,56.0
137.0,987.0,-16.0
255.0,1015.0,-25.0
363.0,1018.0,-37.0
293.0,1029.0,-4.0
238.0,1005.0,-16.0
154.0,1047.0,12.0
122.0,1081.0,68.0
162.0,1073.0,132.0
112.0,1015.0,159.0
116.0,1016.0,85.0
124.0,1003.0,63.0
122.0,992.0,89.0
110.0,959.0,100.0
105.0,982.0,91.0
126.0,990.0,91.0
121.0,971.0,99.0
96.0,961.0,90.0
91.0,963.0,94.0
78.0,967.0,128.0
75.0,975.0,103.0
84.0,970.0,105.0
87.0,975.0,73.0
103.0,996.0,91.0
133.0,997.0,71.0
134.0,965.0,72.0
126.0,967.0,77.0
133.0,1026.0,1.0
239.0,1036.0,-48.0
266.0,1146.0,-61.0
364.0,1227.0,-149.0
303.0,1229.0,-86.0
261.0,1126.0,-74.0
297.0,979.0,-132.0
253.0,965.0,-205.0
226.0,1000.0,-311.0
251.0,995.0,-184.0
217.0,984.0,-133.0
169.0,959.0,-80.0
100.0,968.0,-78.0
57.0,930.0,-71.0
88.0,932.0,-52.0
142.0,972.0,-87.0
204.0,998.0,-154.0
211.0,994.0,-163.0
195.0,983.0,-132.0
136.0,971.0,-162.0
116.0,935.0,-155.0
108.0,987.0,-96.0
144.0,997.0,10.0
148.0,941.0,164.0
152.0,967.0,215.0
242.0,1087.0,162.0
309.0,1109.0,72.0
331.0,1082.0,92.0
308.0,1057.0,114.0
219.0,1016.0,71.0
181.0,1044.0,134.0
205.0,1022.0,113.0
239.0,1002.0,76.0
238.0,973.0,99.0
256.0,1003.0,42.0
325.0,1051.0,-3.0
350.0,1009.0,6.0
271.0,985.0,57.0
272.0,934.0,44.0
212.0,815.0,112.0
207.0,775.0,122.0
156.0,848.0,99.0
225.0,930.0,28.0
275.0,958.0,-20.0
352.0,976.0,-47.0
418.0,931.0,-11.0
369.0,776.0,230.0
363.0,796.0,138.0
407.0,970.0,-184.0
599.0,1164.0,-263.0
757.0,1079.0,-147.0
645.0,1056.0,-51.0
458.0,945.0,27.0
323.0,937.0,29.0
282.0,930.0,3.0
268.0,910.0,22.0
270.0,926.0,-7.0
290.0,973.0,-24.0
335.0,1046.0,-52.0
467.0,1064.0,-149.0
482.0,971.0,-87.0
380.0,1016.0,-101.0
366.0,944.0,-96.0
271.0,902.0,45.0
250.0,903.0,146.0
230.0,920.0,233.0
359.0,798.0,306.0
326.0,702.0,393.0
303.0,800.0,334.0
401.0,887.0,182.0
422.0,974.0,91.0
472.0,950.0,78.0
462.0,904.0,119.0
389.0,919.0,154.0
361.0,955.0,126.0
263.0,959.0,155.0
199.0,959.0,183.0
228.0,922.0,213.0
211.0,934.0,211.0
269.0,984.0,136.0
261.0,936.0,126.0
245.0,969.0,139.0
273.0,956.0,95.0
323.0,995.0,29.0
321.0,1002.0,-4.0
285.0,960.0,35.0
196.0,1034.0,77.0
176.0,1031.0,75.0
93.0,1027.0,80.0
-17.0,1056.0,102.0
32.0,1053.0,39.0
105.0,993.0,54.0
168.0,986.0,99.0
144.0,1006.0,132.0
123.0,1024.0,47.0
104.0,1018.0,24.0
108.0,1044.0,21.0
162.0,1046.0,-22.0
229.0,1028.0,-26.0
219.0,961.0,-37.0
129.0,963.0,-9.0
-27.0,999.0,60.0
-77.0,1047.0,104.0
-60.0,1122.0,165.0
12.0,1140.0,128.0
18.0,1024.0,133.0
-57.0,958.0,106.0
-63.0,1012.0,57.0
12.0,1096.0,29.0
48.0,1101.0,151.0
-53.0,1011.0,183.0
-125.0,917.0,189.0
-136.0,910.0,119.0
-137.0,900.0,45.0
-112.0,939.0,12.0
-107.0,1000.0,34.0
-81.0,979.0,68.0
-98.0,958.0,150.0
-130.0,960.0,136.0
-117.0,926.0,113.0
-99.0,1030.0,118.0
-78.0,1095.0,123.0
-118.0,1226.0,142.0
-112.0,1316.0,176.0
96.0,1147.0,116.0
300.0,980.0,63.0
623.0,939.0,-140.0
786.0,971.0,-219.0
534.0,1090.0,-154.0
312.0,1057.0,-84.0
118.0,1002.0,-18.0
-13.0,947.0,52.0
-60.0,862.0,158.0
-67.0,797.0,215.0
-74.0,807.0,236.0
-114.0,871.0,206.0
-132.0,955.0,208.0
-22.0,948.0,199.0
12.0,945.0,205.0
16.0,955.0,96.0
111.0,1026.0,25.0
219.0,1032.0,-10.0
139.0,1425.0,-52.0
431.0,1445.0,-300.0
527.0,1322.0,-172.0
264.0,1084.0,-20.0
-97.0,860.0,108.0
-191.0,960.0,-26.0
22.0,1065.0,-127.0
179.0,1078.0,-135.0
352.0,944.0,-80.0
313.0,863.0,-8.0
137.0,833.0,26.0
92.0,834.0,-75.0
88.0,874.0,-93.0
136.0,923.0,-68.0
242.0,957.0,-73.0
238.0,1014.0,-32.0
268.0,1122.0,21.0
297.0,1108.0,69.0
356.0,982.0,162.0
425.0,937.0,116.0
397.0,922.0,18.0
202.0,859.0,77.0
53.0,910.0,202.0
99.0,1016.0,160.0
100.0,1032.0,138.0
149.0,1044.0,193.0
277.0,1011.0,148.0
239.0,949.0,118.0
171.0,901.0,149.0
51.0,926.0,128.0
62.0,931.0,146.0
58.0,921.0,233.0
38.0,921.0,234.0
41.0,944.0,208.0
81.0,983.0,148.0
130.0,1026.0,140.0
164.0,1077.0,112.0
97.0,1181.0,57.0
127.0,1257.0,-12.0
227.0,1261.0,-38.0
373.0,1153.0,7.0
333.0,1016.0,84.0
87.0,1066.0,29.0
166.0,1219.0,-96.0
303.0,1253.0,-134.0
349.0,1106.0,-35.0
278.0,943.0,10.0
136.0,818.0,49.0
25.0,738.0,122.0
-50.0,686.0,113.0
-59.0,728.0,103.0
-64.0,786.0,33.0
-16.0,854.0,69.0
-9.0,885.0,85.0
76.0,917.0,66.0
34.0,1096.0,194.0
106.0,1178.0,263.0
145.0,1383.0,229.0
232.0,1380.0,108.0
489.0,1057.0,93.0
696.0,814.0,44.0
723.0,929.0,-147.0
604.0,1178.0,-210.0
545.0,1132.0,-16.0
316.0,1051.0,29.0
139.0,930.0,28.0
-8.0,830.0,150.0
-72.0,736.0,203.0
-71.0,744.0,217.0
-35.0,809.0,279.0
27.0,878.0,235.0
65.0,898.0,188.0
103.0,870.0,244.0
162.0,878.0,147.0
223.0,956.0,-42.0
263.0,1310.0,-153.0
238.0,1445.0,-115.0
261.0,1382.0,-149.0
324.0,1091.0,-99.0
408.0,1049.0,-91.0
351.0,1245.0,-103.0
319.0,1215.0,-108.0
276.0,1080.0,-35.0
293.0,956.0,-80.0
239.0,839.0,-99.0
154.0,768.0,-32.0
21.0,744.0,20.0
-34.0,769.0,10.0
-61.0,819.0,-20.0
-53.0,844.0,33.0
-3.0,869.0,65.0
-45.0,1000.0,41.0
-11.0,1022.0,92.0
9.0,1104.0,159.0
35.0,1186.0,156.0
65.0,1344.0,65.0
274.0,1178.0,23.0
608.0,868.0,106.0
818.0,943.0,-106.0
619.0,1222.0,-299.0
330.0,1123.0,-104.0
224.0,1047.0,72.0
216.0,964.0,87.0
205.0,917.0,124.0
176.0,828.0,80.0
58.0,839.0,74.0
-39.0,848.0,157.0
-34.0,858.0,214.0
33.0,836.0,208.0
102.0,844.0,283.0
191.0,801.0,266.0
255.0,921.0,104.0
434.0,1180.0,-318.0
484.0,1284.0,-233.0
296.0,1305.0,-186.0
370.0,892.0,-48.0
222.0,783.0,0.0
198.0,1037.0,-144.0
374.0,1261.0,-296.0
543.0,1222.0,-226.0
460.0,1063.0,-144.0
288.0,989.0,-131.0
140.0,939.0,-128.0
97.0,878.0,-107.0
151.0,901.0,-86.0
184.0,906.0,-94.0
234.0,900.0,-141.0
202.0,955.0,-103.0
151.0,1103.0,-132.0
134.0,1135.0,-34.0
142.0,1057.0,178.0
121.0,967.0,244.0
131.0,925.0,150.0
158.0,872.0,84.0
143.0,898.0,83.0
191.0,930.0,100.0
270.0,913.0,135.0
225.0,910.0,194.0
247.0,958.0,178.0
292.0,986.0,127.0
349.0,1010.0,146.0
350.0,979.0,138.0
330.0,996.0,105.0
361.0,969.0,101.0
333.0,958.0,153.0
340.0,930.0,96.0
298.0,964.0,47.0
273.0,929.0,28.0
289.0,853.0,-41.0
381.0,869.0,-139.0
401.0,1018.0,-144.0
350.0,1104.0,-113.0
350.0,1036.0,15.0
329.0,966.0,84.0
274.0,952.0,50.0
269.0,947.0,1.0
299.0,949.0,-31.0
298.0,983.0,-5.0
278.0,1019.0,26.0
248.0,1062.0,90.0
189.0,1102.0,48.0
227.0,1126.0,-138.0
210.0,1092.0,-177.0
-8.0,1080.0,81.0
-72.0,1017.0,157.0
-85.0,1023.0,135.0
120.0,999.0,56.0
272.0,984.0,15.0
347.0,930.0,33.0
343.0,864.0,82.0
328.0,840.0,101.0
386.0,856.0,50.0
430.0,887.0,74.0
495.0,906.0,158.0
457.0,929.0,224.0
398.0,1061.0,62.0
25.0,1416.0,-195.0
-96.0,1208.0,-172.0
-85.0,800.0,135.0
67.0,684.0,328.0
268.0,724.0,387.0
376.0,816.0,146.0
474.0,932.0,-76.0
537.0,955.0,-95.0
370.0,1018.0,17.0
274.0,1104.0,56.0
249.0,1115.0,55.0
234.0,1094.0,61.0
227.0,1030.0,83.0
222.0,990.0,50.0
178.0,994.0,-13.0
125.0,1007.0,-50.0
143.0,968.0,-61.0
124.0,1005.0,-79.0
120.0,979.0,-35.0
79.0,1023.0,-39.0
67.0,1037.0,-74.0
105.0,1022.0,-53.0
153.0,997.0,-59.0
173.0,995.0,-69.0
175.0,980.0,-64.0
182.0,1007.0,-102.0
189.0,994.0,-71.0
201.0,970.0,-33.0
164.0,987.0,-36.0
149.0,1008.0,-45.0
138.0,988.0,14.0
123.0,1004.0,2.0
171.0,1035.0,-41.0
192.0,1000.0,-29.0
206.0,951.0,-25.0
192.0,964.0,-51.0
208.0,939.0,-77.0
184.0,968.0,-106.0
203.0,1044.0,-87.0
277.0,1104.0,-101.0
347.0,1028.0,-2.0
324.0,944.0,17.0
176.0,952.0,-15.0
125.0,1015.0,-83.0
190.0,1024.0,-2.0
196.0,973.0,90.0
147.0,998.0,49.0
134.0,1069.0,1.0
105.0,1111.0,20.0
113.0,1081.0,79.0
67.0,1070.0,176.0
42.0,1037.0,144.0
71.0,1008.0,132.0
83.0,1001.0,94.0
133.0,1032.0,51.0
149.0,1003.0,67.0
105.0,971.0,127.0
65.0,1026.0,73.0
166.0,1071.0,-29.0
296.0,1053.0,-156.0
302.0,962.0,-122.0
232.0,909.0,-35.0
231.0,952.0,-23.0
156.0,1004.0,18.0
152.0,1006.0,31.0
145.0,975.0,22.0
167.0,961.0,38.0
135.0,991.0,-8.0
181.0,1013.0,-20.0
215.0,1035.0,-17.0
269.0,998.0,14.0
256.0,971.0,37.0
214.0,964.0,38.0
209.0,955.0,21.0
212.0,967.0,33.0
193.0,959.0,28.0
217.0,965.0,-34.0
218.0,981.0,-48.0
251.0,1022.0,-79.0
285.0,1007.0,-62.0
257.0,987.0,-51.0
237.0,959.0,-42.0
217.0,980.0,-62.0
223.0,989.0,-78.0
240.0,1011.0,-101.0
237.0,1030.0,-115.0
257.0,1028.0,-159.0
261.0,1040.0,-160.0
267.0,1087.0,-190.0
300.0,1048.0,-142.0
292.0,976.0,-141.0
225.0,975.0,-111.0
158.0,969.0,-89.0
164.0,976.0,-156.0
198.0,962.0,-163.0
217.0,949.0,-182.0
238.0,1045.0,-204.0
262.0,1132.0,-152.0
306.0,988.0,10.0
185.0,1002.0,13.0
64.0,974.0,1.0
-61.0,962.0,43.0
-130.0,986.0,145.0
-41.0,972.0,176.0
58.0,968.0,167.0
74.0,996.0,163.0
106.0,991.0,154.0
106.0,968.0,112.0
72.0,942.0,104.0
31.0,951.0,125.0
29.0,1001.0,94.0
47.0,989.0,120.0
10.0,978.0,153.0
-16.0,999.0,126.0
2.0,1087.0,89.0
-19.0,1124.0,152.0
234.0,1036.0,102.0
418.0,1110.0,40.0
382.0,1088.0,-82.0
